,Source Article,Authors,Referenced Article,Venue,Year
75,3351095.3372828,Inioluwa Deborah Raji and Joy Buolamwini,Actionable Auditing: Investigating the Impact of Publicly Naming Biased Performance Results of Commercial AI Products,AAAI/ACM Conf. on AI Ethics and Society (2019),2019
76,3351095.3372828,McKenzie Raub,"Bots, Bias and Big Data: Artificial Intelligence, Algorithmic Bias and Disparate Impact Liability in Hiring Practices","Ark. L. Rev. 71 (2018), 529",2018
77,3351095.3372828,Lauren Rhue,Racial Influence on Automated Perceptions of Emotions,Available at SSRN 3281765 (2018),2018
78,3351095.3372828,Peter A Riach and Judith Rich,Field experiments of discrimination in the market place,"The economic journal 112, 483 (2002), F480–F518",2002
79,3351095.3372828,John Roach,"Microsoft improves facial recognition technology to perform well across all skin tones, genders",The AI Blog (2018),2018
80,3351095.3372828,Michael C Rodriguez and Yukiko Maeda,Meta-analysis of coefficient alpha,"Psychological methods 11, 3 (2006), 306",2006
81,3351095.3372828,Edward Ruda and Lewis E Albright,Racial differences on selection instruments related to subsequent job performance,Personnel Psychology (1968),1968
82,3351095.3372828,Eduardo Salas,Reply to Request for Public Comment on Plan for Retrospective Analysis of Significant Regulations pursuant to Executive Order 13563,,2011
83,3351095.3372828,"Javier Sanchez-Monedero, Lina Dencik, and Lilian Edwards","What does it mean to solve the problem of discrimination in hiring? Social, technical and legal perspectives from the UK on automated hiring systems","In Proceedings of the Conference on Fairness, Accountability, and Transparency. ACM",2020
84,3351095.3372828,"Heinz Schuler, James L Farr, and Mike Smith",Personnel selection and assessment: Individual and organizational perspectives,Psychology Press,1993
85,3351095.3372828,Elaine W Shoben,Differential pass-fail rates in employment testing: Statistical proof under Title VII,"Harvard Law Review (1978), 793–813",1978
86,3351095.3372828,Elaine W Shoben,In defense of disparate impact analysis under Title VII: A reply to Dr,"Cohn. Ind. LJ 55 (1979), 515",1979
87,3351095.3372828,Jim Sidanius and Marie Crane,Job evaluation and gender: The case of university faculty,"Journal of Applied Social Psychology 19, 2 (1989), 174–197",1989
88,3351095.3372828,Lewis Madison Terman,The measurement of intelligence: An explanation of and a complete guide for the use of the Stanford revision and extension of the Binet-Simon intelligence scale,Houghton Mifflin,1916
89,3351095.3372828,Leona E Tyler,The psychology of human differences,D Appleton-Century Company,1947
90,3351095.3372828,Ke Yang and Julia Stoyanovich,Measuring fairness in ranked outputs,"In Proceedings of the 29th International Conference on Scientific and Statistical Database Management. ACM, 22",2017
91,3351095.3372828,John W Young,"Differential Validity, Differential Prediction, and College Admission Testing: A Comprehensive Review and Analysis",Research Report No. 2001-6. College Entrance Examination Board (2001),2001
92,3351095.3372828,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rogriguez, and Krishna P. Gummadi",Fairness Constraints: Mechanisms for Fair Classification,"In Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, Vol. 54. PMLR, Fort Lauderdale, FL, USA, 962–970",2017
93,3351095.3372828,"Meike Zehlike, Francesco Bonchi, Carlos Castillo, Sara Hajian, Mohamed Megahed, and Ricardo Baeza-Yates",FA*IR: A fair top-k ranking algorithm,"In Proceedings of the 2017 ACM on Conference on Information and Knowledge Management. ACM, 1569–1578",2017
94,3351095.3372828,"Rich Zemel, Yu Wu, Kevin Swersky, Toni Pitassi, and Cynthia Dwork",Learning fair representations,In International Conference on Machine Learning. 325–333,2013
95,3351095.3372828,"Dawei Zhou, Jiebo Luo, Vincent MB Silenzio, Yun Zhou, Jile Hu, Glenn Currier, and Henry Kautz",Tackling mental health by integrating unobtrusive multimodal sensing,"In Twenty-Ninth AAAI Conference on Artificial Intelligence. A ADMINISTRATIVE INFORMATION ON VENDORS Vendor name Funding # of employees Location 8 and Above – 1-10 WA, USA ActiView $6.5M 11-50 Israel Assessment Innovation $1.3M 1-10 NY, USA Good&Co $10.3M 51-100 CA, USA Harver $14M 51-100 NY, USA HireVue $93M 251-500 UT, USA impress.ai $1.4M 11-50 Singapore Knockri – 11-50 Canada Koru $15.6M 11-50 WA, USA LaunchPad Recruits £2M 11-50 UK myInterview $1.4M 1-10 Australia Plum.io $1.9M 11-50 Canada PredictiveHire A$4.3M 11-50 Australia pymetrics $56.6M 51-100 NY, USA Scoutible $6.5M 1-10 CA, USA Teamscope e800K 1-10 Estonia ThriveMap £781K 1-10 UK Yobs $1M 11-50 CA, USA Table 3: Administrative information",2015
0,3351095.3372863,"Klaus Ackermann, Lauren Haynes, Rayid Ghani, Joe Walsh, Adolfo De Unánue, Hareem Naveed, Andrea Navarrete Rivera, Sun-Joo Lee, Jason Bennett, Michael Defoe, and Crystal Cody",Deploying Machine Learning Models for Public Policy,"In Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining. ACM Press, New York, New York, USA, 15–22. https://doi.org/10.1145/3219819.3219911",2018
1,3351095.3372863,"Alekh Agarwal, Alina Beygelzimer, Miroslav Dudik, John Langford, and Hanna Wallach",A Reductions Approach to Fair Classification,"Proceedings of Machine Learning Research 80 (7 2018), 60–69. http://proceedings.mlr.press/v80/ agarwal18a.html",2018
2,3351095.3372863,"Julia Angwin, Jeff Larson, Surya Mattu, and Lauren Kirchner",Machine Bias,https://www.propublica.org/article/machine-bias-risk-assessments-incriminal-sentencing,2016
3,3351095.3372863,Matthew J Bauman,Improving deduplication of identities,"(2018), 7 pages. https://dsapp.uchicago.edu/wp-content/uploads/2018/11/dedupewhitepaper. pdf",2018
4,3351095.3372863,Jason R. Bent,"Is Algorithmic Affirmative Action Legal? Georgetown Law Journal Forthcoming (4 2019), 1–59",https://papers.ssrn.com/sol3/papers.cfm? abstract_id=3372690,2019
5,3351095.3372863,"Alex Beutel, Jilin Chen, Tulsee Doshi, Hai Qian, Allison Woodruff, Christine Luu, Pierre Kreitmann, Jonathan Bischof, and Ed H. Chi","Putting Fairness Principles into Practice: Challenges, Metrics, and Improvements","(1 2019), 8 pages. http://arxiv.org/abs/1901.04562",2019
6,3351095.3372863,Beverly Press Staff Reporters,Los Angeles City Attorney’s Office awarded for outstanding performance by a public sector law office,https://beverlypress.com/2017/09/los-angeles-city-attorneys-officeawarded-for-outstanding-performance-by-a-public-sector-law-office/,2017
7,3351095.3372863,Eduardo Bonilla-Silva,"The Structure of Racism in Color-Blind, ""PostRacial"" America","American Behavioral Scientist 59, 11 (10 2015), 1358–1376. https://doi.org/10.1177/0002764215586826",2015
8,3351095.3372863,BSCC Staff,Outreach in South LA Ramps Up With Prop 47 Grant,http: //www.bscc.ca.gov/s_prop47ladoor/,2019
9,3351095.3372863,Toon Calders and Indre Žliobaitė,Why Unbiased Computational Processes Can Lead to Discriminative Decision Procedures,"In Discrimination and Privacy in the Information Society. Studies in Applied Philosophy, Epistemology and Rational Ethics, Volume 3, Custers B., Calders T., Schermer B., and Zarsky T. (Eds.). Springer Press, Berlin, Germany, 43–57. https://doi.org/10.1007/978-3-642-30487-3{_}3",2013
10,3351095.3372863,"Irene Y Chen, Fredrik D Johansson, and David Sontag",Why Is My Classifier Discriminatory?,"In Advances in Neural Information Processing Systems 31. NIPS, Montreal, Canada, 12. http://papers.nips.cc/paper/7613-why-is-my-classifierdiscriminatory.pdf",2018
11,3351095.3372863,Alexandra Chouldechova,Fair Prediction with Disparate Impact: A Study of Bias in Recidivism Prediction Instruments,"Big Data 5, 2 (6 2017), 153–163. https://doi.org/10.1089/big.2016.0047",2017
12,3351095.3372863,Alexandra Chouldechova and Max G’Sell,"Fairer and more accurate, but for whom? (6 2017), 8 pages",http://arxiv.org/abs/1707.00046,2017
13,3351095.3372863,"Alexandra Chouldechova, Emily Putnam-Hornstein, Suzanne Dworak-Peck, Diana Benavides-Prado, Oleksandr Fialko, Rhema Vaithianathan, Sorelle A Friedler, and Christo Wilson",A case study of algorithm-assisted decision making in child maltreatment hotline screening decisions,"Proceedings of Machine Learning Research 81 (2018), 134–148. http://proceedings.mlr.press/v81/chouldechova18a/ chouldechova18a.pdf",2018
14,3351095.3372863,"Sam Corbett-Davies, Emma Pierson, Avi Feller, Sharad Goel, and Aziz Huq",Algorithmic Decision Making and the Cost of Fairness,"In Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining - KDD ’17. ACM Press, New York, New York, USA, 797–806. https: //doi.org/10.1145/3097983.3098095",2017
15,3351095.3372863,"Merith Cosden, Jeffrey K. Ellens, Jeffrey L. Schnell, Yasmeen Yamini-Diouf, and Maren M. Wolfe",Evaluation of a mental health treatment court with assertive community treatment,"Behavioral Sciences & the Law 21, 4 (7 2003), 415–427. https://doi.org/10.1002/bsl.542",2003
16,3351095.3372863,"Alexander J. Cowell, Nahama Broner, and Randolph Dupont",The CostEffectiveness of Criminal Justice Diversion Programs for People with SeriousMental Illness Co-Occurring with Substance Abuse,"Journal of Contemporary Criminal Justice 20, 3 (8 2004), 292–314. https://doi.org/10.1177/1043986204266892",2004
17,3351095.3372863,Nora V. Demleitner,Collateral Damage: No Re-Entry for Drug Offenders,"Villanova Law Review 47 (2002), 1027–1054. https://heinonline.org/HOL/Page? handle=hein.journals/vllalr47&id=1041&div=42&collection=journals",2002
18,3351095.3372863,"Cynthia Dwork, Moritz Hardt, Toniann Pitassi, Omer Reingold, and Richard Zemel",Fairness through awareness,"In Proceedings of the 3rd Innovations in Theoretical Computer Science Conference. ACM Press, New York, New York, USA, 214–226. https://doi.org/10.1145/2090236.2090255",2012
19,3351095.3372863,"Cynthia Dwork, Nicole Immorlica, Adam Tauman Kalai, and Max Leiserson",Decoupled Classifiers for Group-Fair and Efficient Machine Learning,"Proceedings of Machine Learning Research 81 81 (1 2018), 119–133. http://proceedings.mlr. press/v81/dwork18a.html",2018
20,3351095.3372863,Harrison Edwards and Amos Storkey,Censoring Representations with an Adversary,"(11 2015), 14 pages. http://arxiv.org/abs/1511.05897",2015
21,3351095.3372863,Manuela Ekowo and Iris Palmer,The Promise and Peril of Predictive Analytics in Higher Education: A Landscape Analysis Acknowledgments About the Education Policy Program,"Technical Report. New America, Washington, DC. https://www.newamerica.org/education-policy/policy-papers/promiseand-peril-predictive-analytics-higher-education/",2016
22,3351095.3372863,"L. Elisa Celis, Lingxiao Huang, Vijay Keswani, and Nisheeth K. Vishnoi",Classification with fairness constraints: A meta-algorithm with provable guarantees,"In FAT* 2019 - Proceedings of the 2019 Conference on Fairness, Accountability, and Transparency. Association for Computing Machinery, Inc, Atlanta, GA, 319– 328. https://doi.org/10.1145/3287560.3287586",2019
23,3351095.3372863,Mike Feuer,Community Justice,https://www.lacityattorney.org/ community-justice,2019
24,3351095.3372863,"R. G. Fryer, G. C. Loury, and T. Yuret",An Economic Analysis of Color-Blind Affirmative Action,"Journal of Law, Economics, and Organization 24, 2 (11 2007), 319–355. https://doi.org/10.1093/jleo/ewm053",2007
25,3351095.3372863,"E Fuller Torrey, Aaron D Kennard, Don Eslinger, Richard Lamb, and James Pavle",More Mentally Ill Persons Are in Jails and Prisons Than Hospitals: A Survey of the States,Technical Report. Treatment Advocacy Center and National Sheriffs’ Association. http://tulare.networkofcare.org/library/final_jails_v_hospitals_ study1.pdf,2010
26,3351095.3372863,Pratik Gajane and Mykola Pechenizkiy,On Formalizing Fairness in Prediction with Machine Learning,"(2018), 6 pages. https://arxiv.org/pdf/1710.03184.pdf",2018
27,3351095.3372863,Margaret Hamilton,People with Complex Needs and the Criminal Justice System,"Current Issues in Criminal Justice 22 (2010), 307– 324. https://heinonline.org/HOL/Page?handle=hein.journals/cicj22&id=321& div=26&collection=journals",2010
28,3351095.3372863,Bernard E Harcourt,Risk as a Proxy for Race: The Dangers of Risk Assessment,"Federal Sentencing Reporter 27, 4 (2015), 237–243. https://doi.org/10.1525/ fsr.2015.27.4.237",2015
29,3351095.3372863,"Moritz Hardt, Eric Price, ecprice, and Nati Srebro",Equality of Opportunity in Supervised Learning,"In Advances in Neural Information Processing Systems 29. Neural Information Processing Systems Foundation, Barcelona, Spain, 3315– 3323. http://papers.nips.cc/paper/6373-equality-of-opportunity-in-supervisedlearning",2016
30,3351095.3372863,"Kathleen Hartford, Robert Carey, and James Mendonca",Pretrial Court Diversion of People with Mental Illness,"The Journal of Behavioral Health Services & Research 34, 2 (5 2007), 198–205. https://doi.org/10.1007/s11414-007-9057-3",2007
31,3351095.3372863,Aziz Z. Huq,Racial Equity in Algorithmic Criminal Justice,"Duke Law Journal 68, 6 (2019), 1043–1134. https://heinonline.org/HOL/Page?handle=hein. journals/duklr68&id=1067&div=33&collection=journals",2019
32,3351095.3372863,Rob J Hyndman and George Athanasopoulos,Forecasting: Principles and Practice (2 ed,"). OTexts, Melbourne, Australia. https://otexts.com/fpp2/",2018
33,3351095.3372863,Doris J James and Lauren E Glaze,Mental Health Problems of Prison and Jail Inmates,"Technical Report. US Department of Justice, Bureau of Justice Statistics. http://citeseerx.ist.psu.edu/viewdoc/download;jsessionid= 3BFAD124466D68F7B64B249782D073F7?doi=10.1.1.694.3355&rep=rep1&type= pdf",2006
34,3351095.3372863,Pauline T. Kim,Data-Driven Discrimination at Work,"William & Mary Law Review 58 (2016), 857–936. https://heinonline.org/HOL/Page?handle=hein. journals/wmlr58&id=887&div=24&collection=journals",2016
35,3351095.3372863,Pauline T. Kim,Auditing Algorithms for Discrimination,"University of Pennsylvania Law Review Online 166 (2017), 189–204. https://heinonline.org/HOL/Page?handle=hein.journals/pennumbra166& id=189&div=15&collection=journals",2017
36,3351095.3372863,L. L. Kondo,Therapeutic jurisprudence,"Issues, analysis and applications: Advocacy of the establishment of mental health specialty courts in the provision of therapeutic justice for mentally ill offenders. Seattle University Law Review 24 (2000), 373–464",2000
37,3351095.3372863,"Joshua A. Kroll, Solon Barocas, Edward W. Felten, Joel R. Reidenberg, David G. Robinson, and Harlan Yu",Accountable Algorithms,"University of Pennsylvania Law Review 165 (2016), 633–706. https://heinonline.org/HOL/Page? handle=hein.journals/pnlr165&id=648&div=20&collection=journals",2016
38,3351095.3372863,Stanley Kutcher and Ainslie McDougall,Problems with access to adolescent mental health care can lead to dealings with the criminal justice system,"Paediatrics & Child Health 14, 1 (1 2009), 15–18. https://doi.org/10.1093/pch/14.1.15",2009
39,3351095.3372863,"H.R. Lamb, L.E. Weinberger, and C. Reston-Parham",Court intervention to address the mental health needs of mentally ill offenders,"Psychiatric Services 47, 3 (3 1996), 275–281. https://doi.org/10.1176/ps.47.3.275",1996
40,3351095.3372863,"Jeff Larson, Mattu Surya, Lauren Kirchner, and Julia Angwin",How We Analyzed the COMPAS Recidivism Algorithm,https://www.propublica.org/ article/how-we-analyzed-the-compas-recidivism-algorithm,2016
41,3351095.3372863,"Zachary Lipton, Julian McAuley, and Alexandra Chouldechova",Does mitigating ML’s impact disparity require treatment disparity?,"In Advances in Neural Information Processing Systems 31. NIPS, Montreal, Canada, 11. http://papers.nips.cc/paper/8035-does-mitigating-mls-impact-disparityrequire-treatment-disparity",2018
42,3351095.3372863,Mark MacCarthy,Standards of Fairness for Disparate Impact Assessment of Big Data Algorithms,"Cumberland Law Review 48 (2017), 67– 148. https://heinonline.org/HOL/Page?handle=hein.journals/cumlr48&id=139& div=8&collection=journals",2017
43,3351095.3372863,Sandra GMayson,"Bias In, Bias Out","Yale Law Journal 128 (2019), 2018–2035. https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3257004",2019
44,3351095.3372863,"Sarah Picard, Matt Watkins, Michael Rempel, and Ashmini Kerodal","Beyond the Algorithm: Pretrial Reform, Risk Assessment, and Racial Fairness","Technical Report. Center for Court Innovation, New York, NY. https://www.courtinnovation. org/sites/default/files/media/document/2019/beyondthealgorithm.pdf",2019
45,3351095.3372863,"Alvin Rajkomar, Michaela Hardt, Michael D Howell, Greg Corrado, and Marshall H Chin",Ensuring Fairness in Machine Learning to Advance Health Equity,"Annals of Internal Medicine 169, 12 (12 2018), 866–872. https://doi.org/10. 7326/M18-1990",2018
46,3351095.3372863,Vivian Rothstein,Neighborhood Justice Program: Smart Justice through Community Involvement,https://capitalandmain.com/neighborhood-justiceprogram-0615,2016
47,3351095.3372863,"Pedro Saleiro, Benedict Kuester, Loren Hinkson, Jesse London, Abby Stevens, Ari Anisfeld, Kit T. Rodolfa, and Rayid Ghani",Aequitas A Bias and Fairness Audit Toolkit,"(11 2018), 19 pages. http://arxiv.org/abs/1811.05577",2018
48,3351095.3372863,Jennifer L Skeem and Christopher T Lowenkamp,"Risk, Race, and Recidivism: Predictive Bias and Disparate Impact","Criminology 54 (2016), 680–712. https://doi.org/10.1111/1745-9125.12123",2016
49,3351095.3372863,Henry J. Steadman and Michelle Naples,Assessing the effectiveness of jail diversion programs for persons with serious mental illness and co-occurring substance use disorders,"Behavioral Sciences & the Law 23, 2 (3 2005), 163–170. https://doi.org/10.1002/bsl.640",2005
50,3351095.3372863,Ken Steif and Sydney Goldstein,Algorithmic fairness: A code-based primer for public-sector data scientists,https://urbanspatial.github.io/ AlgorithmicFairness_ACodebasedPrimerForPublicSectorDataScientists/,2019
51,3351095.3372863,T. Howard Stone,Therapeutic implications of incarceration for persons with severe mental disorders: Searching for rational health policy,"American Journal of Criminal Law 24 (1997), 283–358",1997
52,3351095.3372863,Matthew Sun and Marissa Gerchick,The Scales of (Algorithmic) Justice: Tradeoffs and Remedies,"AI Matters 5, 2 (2019), 30–40. https://doi.org/10.1145/ 3340470.3340478",2019
53,3351095.3372863,Andrew E. Taslitz,Racial Blindsight: The Absurdity of Color-Blind Criminal Justice,"Ohio State Journal of Criminal Law 5 (2007), 1–18. https://heinonline. org/HOL/Page?handle=hein.journals/osjcl5&id=5&div=5&collection=journals",2007
54,3351095.3372863,"Michael D. Thompson, Melissa Reuland, and Daniel Souweine",Criminal Justice/Mental Health Consensus: Improving Responses to People With Mental Illness,"Crime & Delinquency 49, 1 (1 2003), 30–51. https://doi.org/10.1177/ Report. US Department of Housing and Urban Development, Washington, DC. https://www.hudexchange.info/resource/5769/2017-ahar-part-2-estimatesof-homelessness-in-the-us/",2003
55,3351095.3372863,"Lois A. Ventura, Charlene A. Cassel, Joseph E. Jacoby, and Bu Huang",Case Management and Recidivism of Mentally Ill Persons Released From Jail,"Psychiatric Services 49, 10 (10 1998), 1330–1337. https://doi.org/10.1176/ps.49.10. International Workshop on Software Fairness 18 (2018), 7. https://doi.org/10.1145/ 3194770.3194776",1998
56,3351095.3372863,Diana Wagman,Op-Ed: What’s the best way to handle petty crime? Restoring the community and offender,https://www.latimes.com/opinion/oped/la-oe-wagman-neighborhood-justice-program-20160819-snap-story.html,2016
57,3351095.3372863,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rodriguez, and Krishna P. Gummadi",Fairness beyond disparate treatment and disparate impact: Learning classification without disparate mistreatment,"In 26th International World Wide Web Conference, WWW 2017. International World Wide Web Conferences Steering Committee, Perth, Australia, 1171–1180. https://doi.org/10.1145/ 3038912.3052660",2017
58,3351095.3372863,"Muhammad Bilal Zafar, Isabel Valera, Manuel Gomez Rogriguez, and Krishna P. Gummadi",Fairness Constraints: Mechanisms for Fair Classification,"In Proceedings of the 20th International Conference on Artificial Intelligence and Statistics, Aarti Singh and Jerry Zhu (Eds.). PMLR, Fort Lauderdale, FL, 962–970. http://proceedings.mlr.press/v54/zafar17a.htmlhttps://github.com/ mbilalzafar/fair-classification",2017
59,3351095.3372863,"Rich Zemel, Yu Wu, Kevin Swersky, Toni Pitassi, and Cynthia Dwork",Learning Fair Representations,"Proceedings of Machine Learning Research 28, 3 (2 2013), 325–333. http://proceedings.mlr.press/v28/zemel13.html?version= meter+at+null&module=meter-Links&pgtype=article&contentId=&mediaId= &referrer=&priority=true&action=click&contentCollection=meter-links-click",2013
0,3351095.3372858,ACM,Statement on Algorithmic Transparency and Accountability,https://www.acm.org/binaries/content/assets/public-policy/2017_usacm_ statement_algorithms.pdf,2017
1,3351095.3372858,Social Security Administration,Beyond the Top 1000 Names,https: //www.ssa.gov/oact/babynames/limits.html,2018
2,3351095.3372858,Harold Alderman and Elizabeth M King,Gender differences in parental investment in education,"Structural Change and Economic Dynamics 9, 4 (1998), 453–468",1998
3,3351095.3372858,"Abolfazl Asudeh, H. V. Jagadish, Julia Stoyanovich, and Gautam Das",Designing Fair Ranking Schemes,"In SIGMOD Conference. ACM, 1259–1276",2019
4,3351095.3372858,"Surender Baswana, P. P. Chakrabarti, Yashodhan Kanoria, Utkarsh Patange, and Sharat Chandran",Joint Seat Allocation 2018: An algorithmic perspective,CoRR abs/1904.06698 (2019). arXiv:1904.06698 http://arxiv.org/abs/1904.06698,2019
5,3351095.3372858,Marc Bendick Jr. and Ana P. Nunes,Developing the research basis for controlling bias in hiring,"Journal of Social Issues 68, 2 (2012), 238–262",2012
6,3351095.3372858,Marianne Bertrand and Sendhil Mullainathan,Are Emily and Greg more employable than Lakisha and Jamal? A field experiment on labor market discrimination,"American economic review 94, 4 (2004), 991–1013",2004
7,3351095.3372858,Miranda Bogen and Aaron Rieke,"Help Wanted: An Examination of Hiring Algorithms, Equity, and Bias",https://www.upturn.org/reports/2018/ hiring-algorithms/,2018
8,3351095.3372858,"Stéphane Boucheron, Gábor Lugosi, and Pascal Massart",Concentration inequalities: A nonasymptotic theory of independence,Oxford university press,2013
9,3351095.3372858,Carlos Castillo,Fairness and Transparency in Ranking,"In ACM SIGIR Forum, Vol. 52. ACM, 64–71",2019
10,3351095.3372858,Marilyn Cavicchia,"How to fight implicit bias? With conscious thought, diversity expert tells NABE",(June 2017). https://www.americanbar.org/ groups/bar_services/publications/bar_leader/2015-16/september-october/ how-fight-implicit-bias-conscious-thought-diversity-expert-tells-nabe/,2017
11,3351095.3372858,"L. Elisa Celis, Lingxiao Huang, Vijay Keswani, and Nisheeth K. Vishnoi",Classification with Fairness Constraints: A Meta-Algorithm with Provable Guarantees,"In FAT. ACM, 319–328",2019
12,3351095.3372858,"L. Elisa Celis, Lingxiao Huang, and Nisheeth K. Vishnoi",Multiwinner Voting with Fairness Constraints,"In IJCAI. ijcai.org, 144–151",2018
13,3351095.3372858,"L. Elisa Celis, Sayash Kapoor, Farnood Salehi, and Nisheeth K. Vishnoi",Controlling Polarization in Personalization: An Algorithmic Framework,"In Proceedings of the Conference on Fairness, Accountability, and Transparency (FAT* ’19). ACM, New York, NY, USA, 160–169. https://doi.org/10.1145/3287560.3287601",2019
14,3351095.3372858,"L. Elisa Celis, Vijay Keswani, Damian Straszak, Amit Deshpande, Tarun Kathuria, and Nisheeth K. Vishnoi",Fair and Diverse DPP-Based Data Summarization,"In ICML (Proceedings of Machine Learning Research), Vol. 80. PMLR, 715–724",2018
15,3351095.3372858,"L. Elisa Celis, Anay Mehrotra, and Nisheeth K. Vishnoi",Toward Controlling Discrimination in Online Ad Auctions,"In ICML (Proceedings of Machine Learning Research), Vol. 97. PMLR, 4456–4465",2019
16,3351095.3372858,"L. Elisa Celis, Damian Straszak, and Nisheeth K. Vishnoi",Ranking with Fairness Constraints,"In ICALP (LIPIcs), Vol. 107. Schloss Dagstuhl - LeibnizZentrum fuer Informatik, 28:1–28:15",2018
17,3351095.3372858,Brian W Collins,Tackling unconscious bias in hiring practices: The plight of the Rooney rule,"NYUL Rev. 82 (2007), 870",2007
18,3351095.3372858,"Joshua Correll, Bernadette Park, Charles M. Judd, and Bernd Wittenbrink",The influence of stereotypes on decisions to shoot,"European Journal of Social Psychology 37, 6 (2007), 1102–1117",2007
19,3351095.3372858,Jeffrey Dastin,Amazon scraps secret AI recruiting tool that showed bias against women,https://reut.rs/2N1dzRJ,2019
20,3351095.3372858,Jennifer L. Eberhardt and Sandy Banks,Implicit bias puts lives in jeopardy,Can mandatory training reduce the risk? https://www.latimes.com/opinion/ op-ed/la-oe-eberhardt-banks-implicit-bias-training-20190712-story.html,2019
21,3351095.3372858,Robert Epstein and Ronald E Robertson,The search engine manipulation effect (SEME) and its possible impact on the outcomes of elections,"Proceedings of the National Academy of Sciences 112, 33 (2015), E4512–E4521. https://doi.org/10. 1073/pnas.1419828112 arXiv:http://www.pnas.org/content/112/33/E4512.full.pdf",2015
22,3351095.3372858,,Facebook. [n.d.]. Managing Unconscious Bias. https://managingbias.fb.com,,
23,3351095.3372858,"Sahin Cem Geyik, Stuart Ambler, and Krishnaram Kenthapadi",FairnessAware Ranking in Search & Recommendation Systems with Application to LinkedIn Talent Search,CoRR abs/1905.01989 (2019),2019
24,3351095.3372858,Anthony G Greenwald and Mahzarin R Banaji,"Implicit social cognition: attitudes, self-esteem, and stereotypes","Psychological review 102, 1 (1995), 4",1995
25,3351095.3372858,Anthony G Greenwald and Linda Hamilton Krieger,Implicit bias: Scientific foundations,"California Law Review 94, 4 (2006), 945–967",2006
26,3351095.3372858,The White House,"Fact Sheet: President Obama Announces New Commitments from Investors, Companies, Universities, and Cities to Advance Inclusive Entrepreneurship at First-Ever White House Demo Day",(August 2015). https://obamawhitehouse.archives.gov/the-press-office/2015/08/04/ fact-sheet-president-obama-announces-new-commitments-investors-companies,2015
27,3351095.3372858,"Lingxiao Huang, Shaofeng H.-C. Jiang, and Nisheeth K. Vishnoi",Coresets for Clustering with Fairness Constraints,In NIPS,2019
28,3351095.3372858,Don Hush and Clint Scovel,Concentration of the hypergeometric distribution,"Statistics & probability letters 75, 2 (2005), 127–132",2005
29,3351095.3372858,Kalervo Järvelin and Jaana Kekäläinen,Cumulated gain-based evaluation of IR techniques,"ACM Trans. Inf. Syst. 20, 4 (2002), 422–446",2002
30,3351095.3372858,JEE Team,– IIT Kanpur,2011. JEE-2011 Report. http://bit.do/e5iEZ,2011
31,3351095.3372858,Evangelos Kanoulas and Javed A Aslam,Empirical justification of the gain and discount function for nDCG,"In Proceedings of the 18th ACM conference on Information and knowledge management. ACM, 611–620",2009
32,3351095.3372858,Jon M. Kleinberg and Manish Raghavan,Selection Problems in the Presence of Implicit Bias,"In ITCS (LIPIcs), Vol. 94. Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, 33:1–33:17",2018
33,3351095.3372858,"Caitlin Kuhlman, MaryAnn VanValkenburg, and Elke Rundensteiner",FARE: Diagnostics for Fair Ranking using Pairwise Error Metrics,(2019),2019
34,3351095.3372858,Mr. Rajeev Kumar,RTI Complaint,"Decision No. CIC/SG/C/2009/001088/5392, Complaint No. CIC/SG/C/2009/001088",2009
35,3351095.3372858,Karen S Lyness and Madeline E Heilman,When fit is fundamental: performance evaluations and promotions of upper-level female and male managers,"Journal of Applied Psychology 91, 4 (2006), 777",2006
36,3351095.3372858,Kay Manning,"As Starbucks gears up for training, here’s why ’implicit bias’ can be good, bad or very bad",https://www.chicagotribune.com/lifestyles/ sc-fam-implicit-bias-0529-story.html,2018
37,3351095.3372858,R McGregor-Smith,Race in the Workplace: The McgregorSmith Review,(2017). https://assets.publishing.service.gov.uk/ government/uploads/system/uploads/attachment_data/file/594336/ race-in-workplace-mcgregor-smith-review.pdf,2017
38,3351095.3372858,Government of India Ministry of Home Affairs,CensusInfo India 2011: Final Population Totals,http://censusindia.gov.in/2011census/censusinfodashboard/ index.html,2011
39,3351095.3372858,"Corinne AMoss-Racusin, John F Dovidio, Victoria L Brescoll, Mark J Graham, and Jo Handelsman",Science faculty’s subtle gender biases favor male students,"Proceedings of the National Academy of Sciences 109, 41 (2012), 16474–16479",2012
40,3351095.3372858,"Cecilia Munoz, Megan Smith, and D. J. Patil","Big data: A report on algorithmic systems, opportunity, and civil rights",Executive Office of the President. The White House (2016),2016
41,3351095.3372858,"Harikrishna Narasimhan, Andrew Cotter, Maya Gupta, and Serena Wang",Pairwise Fairness for Ranking and Regression,arXiv:cs.LG/1906.05330,2019
42,3351095.3372858,Mike Noon,"Pointless diversity training: unconscious bias, new racism and agency","Work, Employment and Society 32, 1 (2018), 198–209",2018
43,3351095.3372858,Jason A Okonofua and Jennifer L Eberhardt,Two strikes: Race and the disciplining of young students,"Psychological science 26, 5 (2015), 617–624",2015
