chouldechova18a,A case study of algorithm-assisted decision making in child maltreatment hotline screening decisions
3351095.3372840.txt,Algorithmic Realism: Expanding the Boundaries of Algorithmic Thought
3351095.3372856.txt,"Regulating Transparency? Facebook, Twitter and the German Network Enforcement Act"
3351095.3372862.txt,"Garbage In, Garbage Out? Do Machine Learning Application Papers in Social Computing Report Where Human-Labeled Training Data Comes From?"
3351095.3372864.txt,On the Apparent Conflict Between Individual and Group Fairness
3351095.3372857.txt,Fair Classification and Social Welfare
3351095.3372835.txt,The Case for Voter-Centered Audits of Search Engines During Political Elections
3351095.3372842.txt,The Effects of Competition and Regulation on Error Inequality in Data-Driven Markets
3351095.3372861.txt,The Disparate Equilibria of Algorithmic Decision Making when Individuals Invest Rationally
3351095.3375234.txt,Model Agnostic Interpretability of Rankers via Intent Modelling
3351095.3372824.txt,Why Does My Model Fail? Contrastive Local Explanations for Retail Forecasting
3351095.3372846.txt,The impact of overbooking on a pre-trial risk assessment tool
3351095.3372850.txt,Explaining Machine Learning Classifiers through Diverse Counterfactual Explanations
3351095.3372855.txt,Doctor XAI: An ontology-based approach to black-box sequential data classification explanations
3351095.3372831.txt,"An Empirical Study on the Perceived Fairness of Realistic, Imperfect Machine Learning Models"
3351095.3372872.txt,Fair Decision Making Using Privacy-Protected Data
3351095.3372826.txt,Towards a Critical Race Methodology in Algorithmic Fairness
3351095.3372854.txt,Towards a more representative politics in the ethics of computer science
3351095.3372828.txt,Mitigating Bias in Algorithmic Hiring: Evaluating Claims and Practices
3351095.3372839.txt,Fairness Warnings and Fair-MAML: Learning Fairly with Minimal Data∗
3351095.3372834.txt,The relationship between trust in AI and trustworthy machine learning technologies
3351095.3375709.txt,Towards Fairer Datasets: Filtering and Balancing the Distribution of the People Subtree in the ImageNet Hierarchy
3351095.3372868.txt,The concept of Fairness in the GDPR: A linguistic and contextual interpretation
3351095.3372833.txt,What to account for when accounting for algorithms: A systematic literature review on algorithmic accountability
3351095.3372847.txt,Fairness and Utilization in Allocating Resources with Uncertain Demand
3351095.3373152.txt,Onward for the freedom of others Marching beyond the AI Ethics
3351095.3372829.txt,Lessons from Archives: Strategies for Collecting Sociocultural Data in Machine Learning
3351095.3372876.txt,The philosophical basis of algorithmic recourse∗
3351095.3375624.txt,Explainable Machine Learning in Deployment
3351095.3372875.txt,Multi-layered Explanations from Algorithmic Impact Assessments in the GDPR
3351095.3372836.txt,Robustness in Machine Learning Explanations: Does It Matter?
3351095.3372853.txt,POTs: Protective Optimization Technologies
3351095.3372852.txt,Effect of Confidence and Explanation on Accuracy and Trust Calibration in AI-Assisted Decision Making
3351095.3375783.txt,Bidding Strategies with Gender Nondiscrimination Constraints for Online Ad Auctions
3351095.3372859.txt,Studying Up: Reorienting the study of algorithmic fairness around issues of power
3351095.3372879.txt,Auditing Radicalization Pathways on YouTube
3351095.3372869.txt,The False Promise of Risk Assessments: Epistemic Reform and the Limits of Fairness
3351095.3372860.txt,From Ethics Washing to Ethics Bashing: A View on Tech Ethics from Within Moral Philosophy
3351095.3372866.txt,Recommendations and User Agency: The Reachability of Collaboratively-Filtered Information
3351095.3372858.txt,Interventions for Ranking in the Presence of Implicit Bias
3351095.3372849.txt,"What does it mean to ‘solve’ the problem of discrimination in hiring? Social, technical and legal perspectives from the UK on automated hiring systems"
3351095.3372874.txt,Toward Situated Interventions for Algorithmic Equity: Lessons from the Field
3351095.3372877.txt,Awareness in Practice: Tensions in Access to Sensitive Attribute Data for Antidiscrimination
3351095.3372832.txt,Integrating FATE/Critical Data Studies into Data Science Curricula: Where are we going and how do we get there?
3351095.3372841.txt,Whose Tweets are Surveilled for the Police: An Audit of a Social-Media Monitoring Tool via Log Files
3351095.3372851.txt,"Counterfactual Risk Assessments, Evaluation, and Fairness"
3351095.3372878.txt,Fairness Is Not Static: Deeper Understanding of Long Term Fairness
3351095.3372843.txt,Bias in Word Embeddings
3351095.3372827.txt,“The Human Body is a Black Box”: Supporting Clinical Decision-Making with Deep Learning
3351095.3372837.txt,Reducing Sentiment Polarity for Demographic Attributes in Word Embeddings using Adversarial Learning
3351095.3372871.txt,Roles for Computing in Social Change
3351095.3372870.txt,Explainability Fact Sheets: A Framework for Systematic Assessment of
3351095.3372865.txt,Data in New Delhi’s Predictive Policing System
3351095.3372873.txt,Closing the AI Accountability Gap: Defining an End-to-End Framework for Internal Algorithmic Auditing
3351095.3372844.txt,"Whose Side are Ethics Codes On? Power, Responsibility and the Social Good"
3351095.3372867.txt,"Implications of AI (Un-)Fairness in Higher Education Admissions The Effects of Perceived AI (Un-)Fairness on Exit, Voice and Organizational Reputation"
3351095.3372845.txt,FlipTest: Fairness Testing via Optimal Transport
3351095.3372830.txt,The Hidden Assumptions Behind Counterfactual Explanations and Principal Reasons
3351095.3375623.txt,Artificial mental phenomena: Psychophysics as a framework to detect perception biases in AI models
3351095.3372863.txt,Case Study: Predictive Fairness to Reduce Misdemeanor Recidivism Through Social Service Interventions
3351095.3375784.txt,"Algorithmic Targeting of Social Policies: Fairness, Accuracy, and Distributed Governance"
3351095.3372848.txt,Multi-Category Fairness in Sponsored Search Auctions
